25
0	0
6469	576.9631
7629	946.4954
20036	597.5972
4690	373.8127
6194	559.7673
11688	709.0215
2243	1208.328
8857	603.6477
7248	695.208
3559	680.709
9221	1936.572
10099	332.4644
22866	592.5679
3388	908.7715
9986	426.1877
46618	756.1987
11639	672.5906
1380	1590.224
5261	527.3008
5985	483.4673
6731	2140.978
2704	2184.402
12250	408.1648
16132	540.7388
6469	576.9631
0	0
12999	369.5327
13692	613.0386
3322	429.1079
5576	312.8831
3878	1196.489
3202	1502.14
6699	405.8975
4198	1241.961
2454	960.3459
7975	2318.076
1186	786.5959
7443	949.5669
1162	938.7461
5105	999.5005
24817	179.2426
6532	96.2744
806	1999.584
8184	210.7656
3896	736.3755
7333	2456.263
3719	2339.509
2015	844.1663
565	36.4947
7629	946.4954
12999	369.5327
0	0
35135	858.3308
5956	749.6018
14121	556.0706
5951	1541.273
5768	1764.791
16578	621.3306
4242	1603.165
3365	1250.962
22254	2600.078
1841	1137.335
23665	1266.851
6517	1124.778
3541	1368.267
205088	190.3157
37669	274.3105
2885	2299.429
13200	494.2224
7116	1043.484
17165	2703.402
4284	2503.828
8085	1188.549
51895	405.7886
20036	597.5972
13692	613.0386
35135	858.3308
0	0
19094	255.0303
35119	311.3071
21423	790.1213
27342	907.4331
51341	237.0703
15826	932.2173
28537	406.3386
65387	1741.873
12980	485.5564
44097	1186.858
51525	345.8738
14354	830.3635
172895	720.4687
37305	675.3437
15418	1447.104
26221	403.8657
42303	255.8823
35303	1853.617
13618	1733.132
17580	1005.761
40708	592.0278
4690	373.8127
3322	429.1079
5956	749.6018
19094	255.0303
0	0
7284	225.8954
3102	794.1726
1562	1080.374
7180	238.944
1917	879.5647
2253	533.156
5951	1889.528
1890	402.3291
7097	947.3188
2009	598.541
1340	700.4368
25303	578.3286
6031	512.3965
1041	1570.725
4128	255.6551
5452	307.3289
3344	2036.128
1067	1967.256
4608	775.239
7050	399.2253
6194	559.7673
5576	312.8831
14121	556.0706
35119	311.3071
7284	225.8954
0	0
5023	1009.689
3512	1216.868
10419	94.2588
3543	1104.574
2752	694.9153
14412	2047.122
2043	627.115
15642	1084.5
5014	626.1548
2016	922.3181
62034	409.3542
15385	365.6853
2957	1743.432
5035	104.6478
7482	491.1125
6758	2164.855
2191	2027.319
6599	933.196
14181	298.8486
11688	709.0215
3878	1196.489
5951	1541.273
21423	790.1213
3102	794.1726
5023	1009.689
0	0
11557	663.8762
6479	982.7378
34261	221.422
10134	447.8044
27350	1249.763
6929	411.1133
7961	1097.608
4678	851.8228
13511	423.7053
29801	1362.874
7549	1288.966
5550	895.0908
3089	1049.266
9958	537.6206
14110	1493.843
4911	1686.675
2722	912.2104
10802	1161.676
2243	1208.328
3202	1502.14
5768	1764.791
27342	907.4331
1562	1080.374
3512	1216.868
11557	663.8762
0	0
5615	1143.791
7095	874.5181
10753	551.6299
30362	841.624
1783	880.0728
3437	1714.651
8897	694.0088
2509	1066.563
23273	1625.87
5160	1574.822
8750	593.4216
2583	1301.511
7288	780.9512
17481	955.802
7930	1024.566
1278	1519.174
8447	1475.479
8857	603.6477
6699	405.8975
16578	621.3306
51341	237.0703
7180	238.944
10419	94.2588
6479	982.7378
5615	1143.791
0	0
4448	1094.906
5076	636.9045
22463	1978.943
4783	620.488
24609	1151.868
9969	535.0244
4224	936.2502
79945	489.5645
20001	453.2583
4291	1682.489
10604	198.9058
11925	450.2585
13091	2086.845
4172	1936.304
12891	992.3379
19500	392.9045
7248	695.208
4198	1241.961
4242	1603.165
15826	932.2173
1917	879.5647
3543	1104.574
34261	221.422
7095	874.5181
4448	1094.906
0	0
4370	642.2092
17267	1375.635
3929	477.459
8602	963.7202
2753	1046.119
20013	305.3132
28080	1417.072
5971	1337.648
2131	1017.332
3579	1125.041
6809	677.0608
8455	1649.619
2868	1891.166
2336	795.2136
5616	1205.747
3559	680.709
2454	960.3459
3365	1250.962
28537	406.3386
2253	533.156
2752	694.9153
10134	447.8044
10753	551.6299
5076	636.9045
4370	642.2092
0	0
15287	1358.213
3083	378.5906
4092	1236.192
7701	405.0906
2809	674.479
17291	1096.712
4462	1038.645
3239	1048.539
2309	768.1641
16003	229.4867
8381	1506.451
3033	1503.794
1755	1038.624
7266	931.7148
9221	1936.572
7975	2318.076
22254	2600.078
65387	1741.873
5951	1889.528
14412	2047.122
27350	1249.763
30362	841.624
22463	1978.943
17267	1375.635
15287	1358.213
0	0
5454	1608.082
15011	2335.816
17714	1530.57
10037	1661.778
105507	2453.352
20040	2396.794
31780	358.3762
10822	2125.512
16450	1582.369
92083	361.5388
32908	986.8149
3865	2157.517
24583	2288.748
10099	332.4644
1186	786.5959
1841	1137.335
12980	485.5564
1890	402.3291
2043	627.115
6929	411.1133
1783	880.0728
4783	620.488
3929	477.459
3083	378.5906
5454	1608.082
0	0
3251	858.251
1126	700.8213
5926	348.2725
10653	955.6191
3062	879.9795
759	1265.573
1255	651.1179
6173	254.9977
2974	1808.52
1056	1872.696
1504	660.5173
4588	751.4614
22866	592.5679
7443	949.5669
23665	1266.851
44097	1186.858
7097	947.3188
15642	1084.5
7961	1097.608
3437	1714.651
24609	1151.868
8602	963.7202
4092	1236.192
15011	2335.816
3251	858.251
0	0
5550	1500.774
9473	675.7505
169397	1098.282
25073	1021.611
1170	1977.613
14272	1015.165
8543	1065.599
8064	2591.447
1840	2725.79
20618	197.8015
20937	923.2229
3388	908.7715
1162	938.7461
6517	1124.778
51525	345.8738
2009	598.541
5014	626.1548
4678	851.8228
8897	694.0088
9969	535.0244
2753	1046.119
7701	405.0906
17714	1530.57
1126	700.8213
5550	1500.774
0	0
2152	1039.77
26816	1018.399
6931	987.8645
4947	1280.737
2676	728.3743
8033	450.3982
12692	1589.835
6157	1401.321
3065	1311.21
12044	922.3145
9986	426.1877
5105	999.5005
3541	1368.267
14354	830.3635
1340	700.4368
2016	922.3181
13511	423.7053
2509	1066.563
4224	936.2502
20013	305.3132
2809	674.479
10037	1661.778
5926	348.2725
9473	675.7505
2152	1039.77
0	0
21806	1178.439
4519	1095.657
886	1304.043
1742	918.5615
4782	601.9917
6453	1916.578
2022	2090.089
3546	496.4224
5065	963.0435
46618	756.1987
24817	179.2426
205088	190.3157
172895	720.4687
25303	578.3286
62034	409.3542
29801	1362.874
23273	1625.87
79945	489.5645
28080	1417.072
17291	1096.712
105507	2453.352
10653	955.6191
169397	1098.282
26816	1018.399
21806	1178.439
0	0
9040	84.3365
11139	2143.565
63153	328.7515
34092	880.5469
70935	2574.082
14957	2415.489
28398	1008.2
166694	215.561
11639	672.5906
6532	96.2744
37669	274.3105
37305	675.3437
6031	512.3965
15385	365.6853
7549	1288.966
5160	1574.822
20001	453.2583
5971	1337.648
4462	1038.645
20040	2396.794
3062	879.9795
25073	1021.611
6931	987.8645
4519	1095.657
9040	84.3365
0	0
2802	2082.316
30224	273.4106
7982	818.1228
14964	2526.562
4589	2388.689
6227	926.6267
12359	132.7684
1380	1590.224
806	1999.584
2885	2299.429
15418	1447.104
1041	1570.725
2957	1743.432
5550	895.0908
8750	593.4216
4291	1682.489
2131	1017.332
3239	1048.539
31780	358.3762
759	1265.573
1170	1977.613
4947	1280.737
886	1304.043
11139	2143.565
2802	2082.316
0	0
1869	1814.83
3716	1264.193
11510	661.6543
3519	1129.327
569	1800.098
3520	1968.689
5261	527.3008
8184	210.7656
13200	494.2224
26221	403.8657
4128	255.6551
5035	104.6478
3089	1049.266
2583	1301.511
10604	198.9058
3579	1125.041
2309	768.1641
10822	2125.512
1255	651.1179
14272	1015.165
2676	728.3743
1742	918.5615
63153	328.7515
